nconst	name	birthYear	deathYear
nm0000993	Carol Burnett	1933	
nm0000995	Ellen Burstyn	1932	
nm0000996	LeVar Burton	1957	
nm0000997	Gary Busey	1944	
nm0000998	Jake Busey	1971	
nm0001001	James Caan	1940	2022
nm0001002	Dean Cain	1966	
nm0001003	Simon Callow	1949	
nm0001004	Billy Campbell	1959	
nm0001005	Jane Campion	1954	
nm0001006	John Candy	1950	1994
nm0001007	Dyan Cannon	1937	
nm0001009	Kate Capshaw	1953	
nm0001012	Claudia Cardinale	1938	
nm0001014	Mariah Carey	1969	
nm0001015	Robert Carlyle	1961	
nm0001016	David Carradine	1936	2009
nm0001018	Keith Carradine	1949	
nm0001019	Robert Carradine	1954	
nm0001020	Katrin Cartlidge	1961	2002
nm0001021	Veronica Cartwright	1949	
nm0001022	Dana Carvey	1955	
nm0001023	John Cassavetes	1929	1989
nm0001024	Nick Cassavetes	1959	
nm0001025	Seymour Cassel	1935	2019
nm0001028	Maxwell Caulfield	1959	
nm0001029	Jim Caviezel	1968	
nm0001031	Claude Chabrol	1930	2010
nm0001035	Ben Chaplin	1970	
nm0001036	Geraldine Chaplin	1944	
nm0001038	Josh Charles	1971	
nm0001040	Joan Chen	1961	
nm0001041	Maggie Cheung	1964	
nm0001042	Lois Chiles	1947	
nm0001043	Anna Chlumsky	1980	
nm0001044	Rae Dawn Chong	1961	
nm0001045	Tommy Chong	1938	
nm0001046	Julie Christie	1940	
nm0001047	Michael Cimino	1939	2016
nm0001048	Andrew Dice Clay	1957	
nm0001049	Jill Clayburgh	1944	2010
nm0001051	Bill Clinton	1946	
nm0001053	Ethan Coen	1957	
nm0001054	Joel Coen	1954	
nm0001056	Dabney Coleman	1932	
nm0001057	Toni Collette	1972	
nm0001058	Joan Collins	1933	
nm0001059	Robbie Coltrane	1950	2022
nm0001060	Chris Columbus	1958	
nm0001062	Jeffrey Combs	1954	
nm0001064	Jason Connery	1963	
nm0001065	Harry Connick Jr.	1967	
nm0001068	Sofia Coppola	1971	
nm0001069	Bud Cort	1948	
nm0001070	Bill Cosby	1937	
nm0001073	Courteney Cox	1964	
nm0001074	Ronny Cox	1938	
nm0001075	Peter Coyote	1941	
nm0001077	Richard Crenna	1926	2003
nm0001080	Lindsay Crouse	1948	
nm0001081	Cameron Crowe	1957	
nm0001082	Billy Crudup	1968	
nm0001083	Jon Cryer	1965	
nm0001084	Ice Cube	1969	
nm0001085	Kieran Culkin	1982	
nm0001086	Alan Cumming	1965	
nm0001089	Henry Czerny	1959	
nm0001091	Patti D'Arbanville	1951	
nm0001092	Mark Dacascos	1964	
nm0001093	John Dahl	1956	
nm0001095	Béatrice Dalle	1964	
nm0001096	Timothy Dalton	1946	
nm0001097	Charles Dance	1946	
nm0001098	Rodney Dangerfield	1921	2004
nm0001099	Jeff Daniels	1955	
nm0001100	Blythe Danner	1943	
nm0001101	Ted Danson	1947	
nm0001102	Joe Dante	1946	
nm0001103	Tony Danza	1951	
nm0001104	Frank Darabont	1959	
nm0001107	Stacey Dash	1967	
nm0001108	Robert Davi	1951	
nm0001110	Embeth Davidtz	1965	
nm0001111	Jeremy Davies	1969	
nm0001112	Andrew Davis	1946	
nm0001114	Judy Davis	1955	
nm0001116	Warwick Davis	1970	
nm0001117	Bruce Davison	1946	
nm0001118	Pam Dawber	1951	
nm0001122	Ellen DeGeneres	1958	
nm0001123	Dom DeLuise	1933	2009
nm0001125	Benicio Del Toro	1967	
nm0001126	Kim Delaney	1958	
nm0001128	Alain Delon	1935	
nm0001129	Jonathan Demme	1944	2017
nm0001130	Ted Demme	1963	2002
nm0001131	Patrick Dempsey	1966	
nm0001132	Judi Dench	1934	
nm0001133	Brian Dennehy	1938	2020
nm0001135	John Derek	1926	1998
nm0001136	Bruce Dern	1936	
nm0001137	William Devane	1939	
nm0001139	Tom DiCillo	1953	
nm0001140	Philip K. Dick	1928	1982
nm0001141	Angie Dickinson	1931	
nm0001143	Kevin Dillon	1965	
nm0001147	Shannen Doherty	1971	
nm0001148	Troy Donahue	1936	2001
nm0001149	Richard Donner	1930	2021
nm0001150	James Doohan	1920	2005
nm0001151	Stephen Dorff	1973	
nm0001152	Illeana Douglas	1961	
nm0001153	Lesley-Anne Down	1954	
nm0001156	Olympia Dukakis	1931	2021
nm0001158	Keir Dullea	1936	
nm0001159	Faye Dunaway	1941	
nm0001160	Adrian Dunbar	1958	
nm0001162	Griffin Dunne	1955	
nm0001163	Roy Dupuis	1963	
nm0001164	Charles Durning	1923	2012
nm0001165	Charles S. Dutton	1951	
nm0001166	James Duval	1972	
nm0001167	Shelley Duvall	1949	
nm0001168	Bob Dylan	1941	
nm0001169	George Dzundza	1945	
nm0001172	Christopher Eccleston	1964	
nm0001173	Aaron Eckhart	1968	
nm0001175	Blake Edwards	1922	2010
nm0001176	Nicole Eggert	1972	
nm0001177	Chris Eigeman	1965	
nm0001182	Carmen Electra	1972	
nm0001183	Bodhi Elfman	1969	
nm0001184	Jenna Elfman	1971	
nm0001185	Hector Elizondo	1936	
nm0001186	Denholm Elliott	1922	1992
nm0001187	Noah Emmerich	1965	
nm0001188	Nora Ephron	1941	2012
nm0001189	Gabriel Yared	1949	
nm0001191	Adam Sandler	1966	
nm0001192	John Mark Robinson	1949	
nm0001194	Jeff Fahey	1952	
nm0001197	Anna Falchi	1972	
nm0001199	Dennis Farina	1944	2013
nm0001200	Gary Farmer	1953	
nm0001201	Mia Farrow	1945	
nm0001206	Abel Ferrara	1951	
nm0001208	Miguel Ferrer	1955	2017
nm0001209	William Fichtner	1956	
nm0001210	Chelsea Field	1957	
nm0001212	Joseph Fiennes	1970	
nm0001213	Harvey Fierstein	1954	
nm0001214	Mike Figgis	1948	
nm0001215	Albert Finney	1936	2019
nm0001216	Tara Fitzgerald	1967	
nm0001217	Fionnula Flanagan	1941	
nm0001218	Sean Patrick Flanery	1965	
nm0001219	Gary Fleder	1965	
nm0001221	Louise Fletcher	1934	2022
nm0001222	Calista Flockhart	1964	
nm0001223	Lara Flynn Boyle	1970	
nm0001225	Nina Foch	1924	2008
nm0001226	James Foley	1953	
nm0001227	Megan Follows	1968	
nm0001228	Peter Fonda	1940	2019
nm0001231	Claire Forlani	1971	
nm0001232	Milos Forman	1932	2018
nm0001233	Robert Forster	1941	2019
nm0001235	William Forsythe	1955	
nm0001236	Meg Foster	1948	
nm0001238	Jesús Franco	1930	2013
nm0001239	John Frankenheimer	1930	2002
nm0001240	Dennis Franz	1944	
nm0001241	Stephen Frears	1941	
nm0001242	Matt Frewer	1958	
nm0001243	William Friedkin	1935	
nm0001244	Sadie Frost	1965	
nm0001246	Dan Futterman	1967	
nm0001250	Charlotte Gainsbourg	1971	
nm0001251	Peter Gallagher	1955	
nm0001252	Vincent Gallo	1961	
nm0001253	Mason Gamble	1986	
nm0001254	James Gandolfini	1961	2013
nm0001255	Victor Garber	1949	
nm0001258	James Garner	1928	2014
nm0001261	Rebecca Gayheart	1971	
nm0001262	Ben Gazzara	1930	2012
nm0001263	Jason Gedrick	1965	
nm0001264	Sarah Michelle Gellar	1977	
nm0001265	Susan George	1950	
nm0001267	Balthazar Getty	1975	
nm0001268	Estelle Getty	1923	2008
nm0001269	Cynthia Gibb	1963	
nm0001270	Brian Gibson	1944	2004
nm0001271	Melissa Gilbert	1964	
nm0001272	Annabeth Gish	1971	
nm0001274	Paul Michael Glaser	1943	
nm0001275	Philip Glass	1937	
nm0001277	Scott Glenn	1939	
nm0001278	John Glover	1944	
nm0001279	William Goldman	1931	2018
nm0001281	Bobcat Goldthwait	1962	
nm0001282	Tony Goldwyn	1960	
nm0001283	Louis Gossett Jr.	1936	
nm0001285	Elliott Gould	1938	
nm0001287	Heather Graham	1970	
nm0001288	Kelsey Grammer	1955	
nm0001290	Richard E. Grant	1957	
nm0001291	Rupert Graves	1963	
nm0001293	Seth Green	1974	
nm0001295	Graham Greene	1952	
nm0001297	Joel Grey	1932	
nm0001298	Richard Grieco	1965	
nm0001299	Thomas Ian Griffith	1962	
nm0001300	John Grisham	1955	
nm0001301	Charles Grodin	1935	2021
nm0001302	Christopher Guest	1948	
nm0001303	Carla Gugino	1971	
nm0001304	Fred Gwynne	1926	1993
nm0001305	Lukas Haas	1976	
nm0001306	Larry Hagman	1931	2012
nm0001309	Anthony Michael Hall	1968	
nm0001310	Kevin Peter Hall	1955	1991
nm0001311	Philip Baker Hall	1931	2022
nm0001313	George Hamilton	1939	
nm0001314	John Hannah	1962	
nm0001315	Marcia Gay Harden	1959	
nm0001317	Renny Harlin	1959	
nm0001319	Mark Harmon	1951	
nm0001321	Richard Harris	1930	2002
nm0001323	Debbie Harry	1945	
nm0001324	Ian Hart	1964	
nm0001326	Josh Hartnett	1978	
nm0001327	David Hasselhoff	1952	
nm0001329	Nigel Hawthorne	1929	2001
nm0001331	Todd Haynes	1961	
nm0001334	John Heard	1946	2017
nm0001335	Tippi Hedren	1930	
nm0001337	Katherine Heigl	1978	
nm0001339	Marg Helgenberger	1958	
nm0001340	Katherine Helmond	1929	2019
nm0001343	Carrie Henn	1976	
nm0001344	Gregg Henry	1952	
nm0001345	Jim Henson	1936	1990
nm0001346	Edward Herrmann	1943	2014
nm0001347	Barbara Hershey	1948	
nm0001348	Werner Herzog	1942	
nm0001349	Jennifer Love Hewitt	1979	
nm0001353	Walter Hill	1942	
nm0001354	Ciarán Hinds	1953	
nm0001355	Michael Hoffman	1956	
nm0001356	Hulk Hogan	1953	
nm0001358	Hal Holbrook	1925	2021
nm0001361	Tobe Hooper	1943	2017
nm0001363	Jane Horrocks	1964	
nm0001364	Bob Hoskins	1942	2014
nm0001365	Whitney Houston	1963	2012
nm0001367	C. Thomas Howell	1966	
nm0001368	Ernie Hudson	1945	
nm0001370	Finola Hughes	1959	
nm0001371	Tom Hulce	1953	
nm0001372	Bonnie Hunt	1961	
nm0001373	Linda Hunt	1945	
nm0001375	Kim Hunter	1922	2002
nm0001376	Isabelle Huppert	1953	
nm0001377	Olivia Hussey	1951	
nm0001378	Anjelica Huston	1951	
nm0001381	Lauren Hutton	1943	
nm0001382	Peter Hyams	1943	
nm0001383	David Hyde Pierce	1959	
nm0001384	Ice-T	1958	
nm0001385	Eric Idle	1943	
nm0001386	Natalie Imbruglia	1975	
nm0001387	Kathy Ireland	1963	
nm0001388	Amy Irving	1953	
nm0001389	Chris Isaak	1956	
nm0001390	Janet Jackson	1966	
nm0001391	Michael Jackson	1958	2009
nm0001392	Peter Jackson	1961	
nm0001393	Irène Jacob	1966	
nm0001394	Derek Jacobi	1938	
nm0001395	Richard Jaeckel	1926	1997
nm0001396	Mick Jagger	1943	
nm0001397	Brion James	1945	1999
nm0001399	Marianne Jean-Baptiste	1967	
nm0001400	Michelle Johnson	1965	
nm0001401	Angelina Jolie	1975	
nm0001402	Terry Jones	1942	2020
nm0001403	Neil Jordan	1950	
nm0001404	Madeline Kahn	1942	1999
nm0001405	Janusz Kaminski	1959	
nm0001406	Carol Kane	1952	
nm0001408	Shekhar Kapur	1945	
nm0001409	Tchéky Karyo	1953	
nm0001410	Lawrence Kasdan	1949	
nm0001411	William Katt	1951	
nm0001413	Julie Kavner	1950	
nm0001416	Catherine Keener	1959	
nm0001418	David Keith	1954	
nm0001419	Sally Kellerman	1937	2022
nm0001420	DeForest Kelley	1920	1999
nm0001421	George Kennedy	1925	2016
nm0001425	Krzysztof Kieslowski	1941	1996
nm0001426	Ben Kingsley	1943	
nm0001427	Greg Kinnear	1963	
nm0001428	Klaus Kinski	1926	1991
nm0001429	Takeshi Kitano	1947	
nm0001431	Wayne Knight	1955	
nm0001432	Charlie Korsmo	1978	
nm0001433	Yaphet Kotto	1939	2021
nm0001434	Kris Kristofferson	1936	
nm0001435	Lisa Kudrow	1963	
nm0001436	Swoosie Kurtz	1944	
nm0001437	Emir Kusturica	1954	
nm0001438	Neil LaBute	1963	
nm0001439	Anthony LaPaglia	1959	
nm0001441	Christine Lahti	1950	
nm0001442	Ricki Lake	1968	
nm0001444	Lorenzo Lamas	1958	
nm0001445	Martin Landau	1928	2017
nm0001447	Nathan Lane	1956	
nm0001448	Jessica Lange	1949	
nm0001449	Frank Langella	1938	
nm0001450	Angela Lansbury	1925	2022
nm0001451	Queen Latifah	1970	
nm0001453	Piper Laurie	1932	
nm0001454	Martin Lawrence	1965	
nm0001455	Matt LeBlanc	1967	
nm0001456	Kelly LeBrock	1960	
nm0001457	James Le Gros	1962	
nm0001458	Cloris Leachman	1926	2021
nm0001459	Denis Leary	1957	
nm0001460	Mimi Leder	1952	
nm0001461	Virginie Ledoyen	1976	
nm0001462	Jason Scott Lee	1966	
nm0001464	Kay Lenz	1953	
nm0001465	Elmore Leonard	1925	2013
nm0001467	Jared Leto	1971	
nm0001468	David Letterman	1947	
nm0001469	Barry Levinson	1942	
nm0001470	Charlotte Lewis	1967	
nm0001471	Jerry Lewis	1926	2017
nm0001472	Jet Li	1963	
nm0001473	Laura Linney	1964	
nm0001474	Tom Lister Jr.	1958	2020
nm0001475	John Lithgow	1945	
nm0001476	Cleavon Little	1939	1992
nm0001477	Robyn Lively	1972	
nm0001480	Shelley Long	1949	
nm0001482	Courtney Love	1964	
nm0001484	Jon Lovitz	1957	
nm0001486	Sidney Lumet	1924	2011
nm0001487	John Lynch	1961	
nm0001488	Kelly Lynch	1959	
nm0001490	Adrian Lyne	1941	
nm0001491	Melanie Lynskey	1977	
nm0001492	Kyle MacLachlan	1959	
nm0001493	Peter MacNicol	1954	
nm0001494	Ralph Macchio	1961	
nm0001495	Patrick Macnee	1922	2015
nm0001496	Amy Madigan	1950	
nm0001497	Tobey Maguire	1975	
nm0001498	John Mahoney	1940	2018
nm0001499	Tina Majorino	1985	
nm0001501	Louis Malle	1932	1995
nm0001502	Luis Mandoki	1954	
nm0001504	Marilyn Manson	1969	
nm0001505	Joe Mantegna	1947	
nm0001506	Jane March	1973	
nm0001507	Cheech Marin	1946	
nm0001508	Penny Marshall	1943	2018
nm0001511	Lee Marvin	1924	1987
nm0001512	Mary Elizabeth Mastrantonio	1958	
nm0001513	Tim Matheson	1947	
nm0001515	Joseph Mazzello	1983	
nm0001517	Catherine McCormack	1972	
nm0001518	Dylan McDermott	1961	
nm0001519	Ian McDiarmid	1944	
nm0001520	Christopher McDonald	1955	
nm0001521	Mary McDonnell	1952	
nm0001522	Roddy McDowall	1928	1998
nm0001523	Natascha McElhone	1969	
nm0001524	Paul McGann	1959	
nm0001525	John C. McGinley	1959	
nm0001527	Elizabeth McGovern	1961	
nm0001528	Don McKellar	1963	
nm0001532	John McTiernan	1951	
nm0001533	Meat Loaf	1947	2022
nm0001535	Dale Midkiff	1959	
nm0001538	Jonny Lee Miller	1972	
nm0001540	Rachel Miner	1980	
nm0001541	Kylie Minogue	1968	
nm0001542	Jay Mohr	1970	
nm0001543	Gretchen Mol	1972	
nm0001545	Dudley Moore	1935	2002
nm0001546	Mary Tyler Moore	1936	2017
nm0001548	Rick Moranis	1953	
nm0001549	Rita Moreno	1931	
nm0001550	Cathy Moriarty	1960	
nm0001551	Alanis Morissette	1974	
nm0001552	Pat Morita	1932	2005
nm0001553	Ennio Morricone	1928	2020
nm0001554	Errol Morris	1948	
nm0001555	Rob Morrow	1962	
nm0001556	David Morse	1953	
nm0001557	Viggo Mortensen	1958	
nm0001560	Ornella Muti	1955	
nm0001562	Kathy Najimy	1957	
nm0001564	Bebe Neuwirth	1958	
nm0001565	Mike Newell	1942	
nm0001566	Mike Nichols	1931	2014
nm0001567	Connie Nielsen	1965	
nm0001569	Chuck Norris	1940	
nm0001570	Edward Norton	1969	
nm0001571	Kim Novak	1933	
nm0001572	Danny Nucci	1968	
nm0001573	Catherine O'Hara	1954	
nm0001574	Michael O'Keefe	1955	
nm0001575	Tatum O'Neal	1963	
nm0001576	Heather O'Rourke	1975	1988
nm0001578	Annette O'Toole	1952	
nm0001579	Edward James Olmos	1947	
nm0001580	Ashley Olsen	1986	
nm0001581	Mary-Kate Olsen	1986	
nm0001583	Jerry Orbach	1935	2004
nm0001584	Miranda Otto	1967	
nm0001586	Joanna Pacula	1957	
nm0001587	Alan J. Pakula	1928	1998
nm0001589	Michael Palin	1943	
nm0001590	Chazz Palminteri	1952	
nm0001591	Bruce Paltrow	1943	2002
nm0001592	Joe Pantoliano	1951	
nm0001593	Anna Paquin	1982	
nm0001594	Anne Parillaud	1960	
nm0001595	Michael Paré	1958	
nm0001597	Mandy Patinkin	1952	
nm0001598	Robert Patrick	1958	
nm0001599	Will Patton	1954	
nm0001600	Adrian Paul	1959	
nm0001601	David Paymer	1954	
nm0001602	Guy Pearce	1967	
nm0001603	Sam Peckinpah	1925	1984
nm0001604	Nia Peeples	1961	
nm0001605	Amanda Peet	1972	
nm0001606	Chris Penn	1965	2006
nm0001608	Barry Pepper	1970	
nm0001609	Rosie Perez	1964	
nm0001610	Elizabeth Perkins	1960	
nm0001611	Max Perlich	1968	
nm0001612	Matthew Perry	1969	
nm0001613	Bernadette Peters	1948	
nm0001614	Lori Petty	1963	
nm0001615	Elizabeth Peña	1959	2014
nm0001616	Mekhi Phifer	1974	
nm0001617	Lou Diamond Phillips	1962	
nm0001618	Joaquin Phoenix	1974	
nm0001621	Bronson Pinchot	1959	
nm0001623	Maria Pitillo	1966	
nm0001624	Oliver Platt	1960	
nm0001625	Amanda Plummer	1957	
nm0001626	Christopher Plummer	1929	2021
nm0001627	Sidney Poitier	1927	2022
nm0001628	Sydney Pollack	1934	2008
nm0001629	Kevin Pollak	1957	
nm0001630	Tracy Pollan	1960	
nm0001631	Sarah Polley	1979	
nm0001632	Teri Polo	1969	
nm0001633	Annie Potts	1952	
nm0001634	CCH Pounder	1952	
nm0001636	Priscilla Presley	1945	
nm0001638	Jürgen Prochnow	1941	
nm0001639	Alex Proyas	1963	
nm0001640	Richard Pryor	1940	2005
nm0001641	Vincent Perez	1964	
nm0001642	Randy Quaid	1950	
nm0001643	Linnea Quigley	1958	
nm0001644	Aidan Quinn	1959	
nm0001646	Ted Raimi	1965	
nm0001648	Charlotte Rampling	1946	
nm0001649	Anne Ramsey	1929	1988
nm0001650	Michael Rapaport	1970	
nm0001653	Stephen Rea	1946	
nm0001655	Lynn Redgrave	1943	2010
nm0001657	Oliver Reed	1938	1999
nm0001659	Christopher Reeve	1952	2004
nm0001661	Rob Reiner	1947	
nm0001663	Paul Reiser	1956	
nm0001664	James Remar	1953	
nm0001666	Debbie Reynolds	1932	2016
nm0001667	Jonathan Rhys Meyers	1977	
nm0001669	Miranda Richardson	1958	
nm0001670	Natasha Richardson	1963	2009
nm0001671	Diana Rigg	1938	2020
nm0001673	Jason Robards	1922	2000
nm0001674	Chris Rock	1965	
nm0001675	Robert Rodriguez	1968	
nm0001676	Nicolas Roeg	1928	2018
nm0001679	Mark Rolston	1956	
nm0001681	George A. Romero	1940	2017
nm0001682	Mickey Rooney	1920	2014
nm0001683	Roseanne Barr	1952	
nm0001685	Rick Rossovich	1957	
nm0001686	Cynthia Rothrock	1957	
nm0001687	Gena Rowlands	1930	
nm0001688	Alan Ruck	1956	
nm0001689	Mercedes Ruehl	1948	
nm0001690	Jennifer Runyon	1960	
nm0001691	Geoffrey Rush	1951	
nm0001692	Ken Russell	1927	2011
nm0001693	Eva Marie Saint	1924	
nm0001694	Meredith Salenger	1970	
nm0001696	Julian Sands	1958	
nm0001697	Chris Sarandon	1942	
nm0001700	Nancy Savoca	1959	
nm0001701	Devon Sawa	1978	
nm0001702	Roy Scheider	1932	2008
nm0001703	Maximilian Schell	1930	2014
nm0001704	Vincent Schiavelli	1948	2005
nm0001705	Rob Schneider	1963	
nm0001706	Michael Schoeffling	1960	
nm0001707	Paul Schrader	1946	
nm0001708	Joel Schumacher	1939	2020
nm0001709	Til Schweiger	1963	
nm0001710	David Schwimmer	1966	
nm0001711	Annabella Sciorra	1960	
nm0001713	Izabella Scorupco	1970	
nm0001714	Campbell Scott	1961	
nm0001715	George C. Scott	1927	1999
nm0001716	Tony Scott	1944	2012
nm0001717	Kyle Secor	1957	
nm0001718	Kyra Sedgwick	1965	
nm0001719	George Segal	1934	2021
nm0001721	Chloë Sevigny	1974	
nm0001722	Rufus Sewell	1967	
nm0001723	Tom Shadyac	1958	
nm0001724	Tony Shalhoub	1953	
nm0001725	Omar Sharif	1932	2015
nm0001726	Helen Shaver	1951	
nm0001728	Wallace Shawn	1943	
nm0001729	Craig Sheffer	1960	
nm0001730	Deborah Shelton	1948	
nm0001731	Sam Shepard	1943	2017
nm0001732	Cybill Shepherd	1950	
nm0001733	Nicollette Sheridan	1963	
nm0001735	Talia Shire	1946	
nm0001736	Pauly Shore	1968	
nm0001737	Martin Short	1950	
nm0001738	Jonathan Silverman	1966	
nm0001739	Jean Simmons	1929	2010
nm0001741	Bryan Singer	1965	
nm0001742	Lori Singer	1957	
nm0001743	Marc Singer	1948	
nm0001744	Tom Sizemore	1961	
nm0001745	Stellan Skarsgård	1951	
nm0001746	Ione Skye	1970	
nm0001747	Charles Martin Smith	1953	
nm0001748	Kurtwood Smith	1943	
nm0001749	Maggie Smith	1934	
nm0001750	Madolyn Smith Osborne	1957	
nm0001751	Jimmy Smits	1955	
nm0001752	Steven Soderbergh	1963	
nm0001754	Todd Solondz	1959	
nm0001756	Barry Sonnenfeld	1953	
nm0001757	Kevin Sorbo	1958	
nm0001758	Timothy Spall	1957	
nm0001760	Tori Spelling	1973	
nm0001763	Nick Stahl	1979	
nm0001764	John Stamos	1963	
nm0001765	Harry Dean Stanton	1926	2017
nm0001767	Imelda Staunton	1956	
nm0001768	Rod Steiger	1925	2002
nm0001770	Fisher Stevens	1963	
nm0001771	Stella Stevens	1938	2023
nm0001772	Patrick Stewart	1940	
nm0001773	David Ogden Stiers	1942	2018
nm0001774	Ben Stiller	1965	
nm0001776	Sting	1951	
nm0001777	Dean Stockwell	1936	2021
nm0001778	Matt Stone	1971	
nm0001779	Tom Stoppard	1937	
nm0001780	Peter Stormare	1953	
nm0001785	Kristy Swanson	1969	
nm0001786	George Takei	1937	
nm0001787	Jeffrey Tambor	1944	
nm0001792	Rod Taylor	1930	2015
nm0001794	Henry Thomas	1971	
nm0001795	Jonathan Taylor Thomas	1981	
nm0001796	Richard Thomas	1951	
nm0001797	Rachel Ticotin	1958	
nm0001798	Kevin Tighe	1944	
nm0001799	John Toll	1952	
nm0001800	Rip Torn	1931	2019
nm0001801	Robert Towne	1934	
nm0001802	Nancy Travis	1961	
nm0001803	Danny Trejo	1944	
nm0001804	Stanley Tucci	1960	
nm0001806	John Turturro	1957	
nm0001808	Tracey Ullman	1959	
nm0001809	Jay Underwood	1968	
nm0001810	Robert Urich	1946	2002
nm0001811	Peter Ustinov	1921	2004
nm0001813	Dick Van Dyke	1925	
nm0001814	Gus Van Sant	1952	
nm0001815	Jim Varney	1949	2000
nm0001816	Robert Vaughn	1932	2016
nm0001817	Reginald VelJohnson	1952	
nm0001820	Abe Vigoda	1921	2016
nm0001821	Jan-Michael Vincent	1944	2019
nm0001822	Robert Wagner	1930	
nm0001823	Tom Waits	1949	
nm0001825	Andrew Kevin Walker	1964	
nm0001826	M. Emmet Walsh	1935	
nm0001828	Melora Walters	1960	
nm0001829	Rachel Ward	1957	
nm0001830	Sophie Ward	1964	
nm0001831	David Warner	1941	2022
nm0001832	Sam Waterston	1940	
nm0001833	Emily Watson	1967	
nm0001834	Damon Wayans	1960	
nm0001835	Carl Weathers	1948	
nm0001836	Steven Weber	1961	
nm0001837	Peter Weir	1944	
nm0001838	Rachel Weisz	1970	
nm0001839	Tuesday Weld	1943	
nm0001840	Ming-Na Wen	1963	
nm0001841	George Wendt	1948	
nm0001842	Adam West	1928	2017
nm0001844	Frank Whaley	1963	
nm0001845	Forest Whitaker	1961	
nm0001848	Dianne Wiest	1946	
nm0001849	Kathleen Wilhoite	1964	
nm0001850	Billy Dee Williams	1937	
nm0001851	JoBeth Williams	1948	
nm0001852	Treat Williams	1951	
nm0001853	Vanessa Williams	1963	
nm0001854	Rita Wilson	1956	
nm0001855	Tom Wilson	1959	
nm0001856	Oprah Winfrey	1954	
nm0001857	Henry Winkler	1945	
nm0001858	Mare Winningham	1959	
nm0001859	Shelley Winters	1920	2006
nm0001863	Kari Wuhrer	1967	
nm0001864	Noah Wyle	1971	
nm0001865	Amy Yasbeck	1962	
nm0001868	Michael York	1942	
nm0001872	Steve Zahn	1967	
nm0001873	Steven Zaillian	1953	
nm0001874	Franco Zeffirelli	1923	2019
nm0001876	Catherine Zeta-Jones	1969	
nm0001877	Hans Zimmer	1957	
nm0001878	David Zucker	1947	
nm0001879	Daphne Zuniga	1962	
nm0001880	Edward Zwick	1952	
nm0001881	Maryam d'Abo	1960	
nm0001882	Olivia d'Abo	1969	
nm0001884	Max von Sydow	1929	2020
nm0001885	Lars von Trier	1956	
nm0001887	Paul Brickman	1949	
nm0001891	Anthony Higgins	1947	
nm0001898	Bryan Adams	1959	
nm0001899	Remi Adefarasin	1948	
nm0001900	Danny Aiello III	1957	2010
nm0001901	Chantal Akerman	1950	2015
nm0001902	Edward Albert	1951	2006
nm0001903	Norma Aleandro	1936	
nm0001914	Adam Ant	1954	
nm0001915	Emile Ardolino	1943	1993
nm0001917	Pedro Armendáriz Jr.	1940	2011
nm0001920	Isaac Asimov	1920	1992
nm0001921	Paul Attanasio	1959	
nm0001923	Margaret Avery	1944	
nm0001924	Hoyt Axton	1938	1999
nm0001926	Joan Baez	1941	
nm0001929	Josiane Balasko	1950	
nm0001930	Russell Banks	1940	2023
nm0001934	Kabir Bedi	1946	
nm0001937	Marco Beltrami	1966	
nm0001938	Richard Belzer	1944	
nm0001939	Maurice Benard	1963	
nm0001943	Marisa Berenson	1947	
nm0001945	Claude Berri	1934	2009
nm0001946	Chuck Berry	1926	2017
nm0001949	Andrew Birkin	1945	
nm0001950	Steve Bisley	1951	
nm0001951	Björk	1965	
nm0001952	Rubén Blades	1948	
nm0001953	Moritz Bleibtreu	1971	
nm0001954	Claire Bloom	1931	
nm0001960	Romane Bohringer	1973	
nm0001962	Lizzie Borden	1958	
nm0001963	Jesse Borrego	1962	
nm0001965	Élodie Bouchez	1973	
nm0001967	Peter Boyle	1935	2006
nm0001969	Ray Bradbury	1920	2012
nm0001970	Klaus Maria Brandauer	1943	
nm0001971	Ewen Bremner	1972	
nm0001972	Richard Briers	1934	2013
nm0001974	Blair Brown	1946	
nm0001975	Roscoe Lee Browne	1922	2007
nm0001977	Charles Bukowski	1920	1994
nm0001979	Tom Burlinson	1956	
nm0001980	Carter Burwell	1954	
nm0001984	Naomi Campbell	1970	
nm0001986	Truman Capote	1924	1984
nm0001987	Tantoo Cardinal	1950	
nm0001990	Elpidia Carrillo	1961	
nm0001993	Vincent Cassel	1966	
nm0001994	Michael Caton-Jones	1957	
nm0001999	Maury Chaykin	1949	2010
nm0002000	Leslie Cheung	1956	2003
nm0002003	David Chokachi	1968	
nm0002004	Sarita Choudhury	1966	
nm0002006	Thomas Haden Church	1960	
nm0002007	Tom Clancy	1947	2013
nm0002008	Eric Clapton	1945	
nm0002010	Christian Clavier	1952	
